AmazonAvailability,Title,Description,SalesRank,ASIN,Category_ID
no Amazon offer exists,Sony D-NF600 ATRAC Portable CD Player with Digital Tuner (AM/FM/TV/Weather),"Amazon.com


Spin your commercial CDs, your homemade music CDs of almost any stripe, or listen to the radio, TV, or weather-band transmissions with Sony's versatile, D-NF600 Walkman portable CD player. The player includes a complementary high-tech-looking carry case, which hooks right to your belt, and SonicStage software, which lets you take full advantage of ATRAC3plus (Sony's proprietary music-compression technology) when making custom MP3 CDs on your computer.
 Playback options include 32-track programming, repeat (track, disc, or program), random play, and--thanks to Sony's great work in DSP efficiency--more than 42 hours of ATRAC3plus CD or up to 50 hours of audio CD playback from 1 AA battery (not included). Affix the supplied clip-on-style remote to your bag or belt, or hold it in your hand.
 The D-NF600 offers a 4-line dot-matrix display, full ID3 tag recognition, and bookmark playback (which lets you program your favorite songs from multiple CDs and play them back at the touch of a button). Jog-dial navigation simplifies song access, and file-view image display lets you sort through your tracks by folder for easy access to your favorite songs or albums. CD Text support displays artist and title information with compatible commercial audio CDs, and the unit's 3-color playback-mode LEDs indicate whether you're in play, fast-forward, or rewind mode.
 ATRAC3plus is a high-quality audio-compression technology that reduces the size of digital audio files while preserving much of a track's original sound quality (similar in concept to MP3 or Dolby Digital sound formats). With ATRAC3plus, music can be burned and compressed at 132, 105, 66, 64, or even 48 kbps (kilobits per second), letting you select the right balance between fidelity and storage space (you'll get around 490 songs per disc at 48 kbps).
 Compatible with ID3 tagging and most CD burners, the SonicStage CD Simple Burner software transfers songs from CDs or MP3 music files from your PC's hard drive and burns them to recordable CDs using ATRAC3plus compression.
 The D-NF600 offers a whopping 51 station presets, which works out to 30 FM, 10 AM, 4 WB, and 7 TV stations so you're never far from your favorite channels. You can hook the player up with your home system through an optional analog stereo ""Y"" interconnect.
 Skip-Free G-Protection technology boosts the laser pickup's shock protection to minimize read errors that would otherwise interrupt your music, providing quick recovery from both horizontal and vertical shocks. The D-NF600's heat-resistant lid helps protect the player against high-temperature build up, especially when you're using it outdoors or in a vehicle.
 There's a built-in equalizer with 3 preset curves and 1 customizable setting. Sony's automatic volume limiter system (AVLS) conserves batteries--and guards your hearing--by capping your listening level at either of two settings. The player works with an optional AC/DC 4.5V power adapter (AC-E30HG or -E30A).
 What's in the Box CD player, MDR-027 stereo headphones, CD-ROM (SonicStage software), belt carry case, clip-style remote control, a user's manual, and warranty information.


From the Manufacturer


Slim design. Fat features. The D-NF600 is exceptionally thin, 1 3/16"" thick, but it's packed with technology. The built-in digital tuner includes AM, FM, TV, and Weather bands, and gives you 51 station presets. It can handle ATRAC3plus, ATRAC3, MP3 and CD-R/RW playback formats, and the included SonicStage Software lets you make your own CD-R/RW compilations using your PC's CD-ROM drive.
 You'll get up to 50 hours of continuous playback (CD audio) on just one ""AA"" battery. The 18 playback modes gives you many listening options, including track repeat, programmed selections, and random. Plus, the D-NF600 comes with a clip-on style remote control, giving you quick access to playback operations.
 What's in the box
 MDR-027LP Stereo Headphones, CD-ROM (SonicStage Software), Belt Carry Case, Clip Style R",848382,B0001NBHOE,2
no Amazon offer exists,FosPower (10 Feet) 24K Gold Plated Toslink Digital Optical Audio Cable (S/PDIF) - [Zero RFI & EMI Interference] Metal Connectors & Ultra Durable Nylon Braided Jacket,"<b> Connectivity </b> <br>FosPower premium Optical Digital S/PDIF Toslink Audio Cable allows you to connect your Blu-Ray player, DVD player, CD player, game console, digital media player, satellite/cable box, DAT recorder, computer, or any devices with Toslink port to your AV receiver, preamplifier, audio system, home theater system, sound bar or TV. <p> <b> Premium Fiber Core and Metal Connectors </b> <br>Constructed from high quality low-loss, low-jitter, maximum signal transfer, precision polished fiber core that completely eliminates RF, EM, and ground loop interference. Coupled with heavy metal connectors to dampen vibration, FosPower Toslink cable completes your ultimate digital audio experience. <p> <b> 24k Gold-plated Conductors and Ferrules </b> <br>Made from premium quality 24k gold-plated conductors and ferrules that resist corrosion, reduce tarnish, and provide maximum protection for the fiber tip. <p> <b> Nylon Mesh Jacket </b> <br>A durable layer of nylon mesh jacket contributes to the OD6.0mm heavy duty construction that protects the cable from kinks and nicks. Most importantly, it greatly minimizes the chance of permanently damaging the fiber core from accidental bent. <p> <b> Limited Lifetime Warranty </b> <br>This product comes with a limited lifetime warranty. Please refer to FosPower's website for more information. <p> <b> Specifications: </b> <br> Connectors: Toslink male to Toslink male <br> Attenuation: ≤0.2dB/m <br> Connection loss: ≤0.5dB <br> Transmission frequency bandwidth: 6MHz <br> Supports uncompressed lossless PCM audio <br> Supports compressed 5.1/7.1 digital surround sound (Dolby Digital Plus and DTS-HD High Resolution Audio) <p> <b> Notes: </b> <br> Does not support Dolby TrueHD and DTS-HD Master Audio. <br> Please remove protective rubber tip covers before use.",52167,B00T6OVQYU,2
no Amazon offer exists,Monster Cable MC BPL UHD-9 Black Platinum HDMI Cable,9 ft. length - 2.74 m.,537576,B00HWI41MG,2
no Amazon offer exists,Bose Wave SoundTouch Music System,"With the Bose Wave Sound Touch music system, you can listen to CDs and AM/FM radio, and stream music wirelessly at the touch of a button. This system features clear, size-defying performance made possible by Bose waveguide speaker technology. And thanks to the compact design, you can place the Wave music system wherever you want-living room, kitchen, bedroom or office. What's in the box: Wave Sound Touch music system , AC power cord, USB cable, Remote control (battery pre-installed) and Demonstration CD.",277747,B00GR0OFKS,2
no Amazon offer exists,"Aurum Ultra Series High Speed HDMI Cable with Ethernet - Braided 30 Ft HDMI Cable Extender Supports 3D and Audio Return Channel up to 4k Resolution - Compatible with TV, PC, Laptops, PS3-1 Pack","Aurum Ultra Series - High Speed HDMI Cable (30 Ft) With Ethernet - CL3 Certified - Supports 3D & Audio Return Channel [Latest Version] - 30 Feet Aurum Cables Certified High Speed High Speed HDMI Cable with Ethernet - Supports 3D, Audio Return Channel and Up To 4K Resolution * HDMI cable with AUDIO RETURN - combines both audio and video into one cable * Ethernet Channel For Sharing Internet Between HDMI Devices * Compatible with all HDMI Devices HDMI combines both audio and video into one convenient cable, so it's all you need to connect your HDTV to your A/V receiver, Blu-Ray / DVD player, Microsoft XBOX ONE, Microsoft XBOX 360, Sony PlayStation 4, Sony PlayStation 3, Nintendo Wii U, High Definition (HD) Cable Box, Personal Computer, Laptop, Netbook or any other (High Definition Multimedia Interface) device with an HDMI output. Compatibility - Supports 3D Content - Guaranteed 4Kx2K, 1440p, 1080p, 1080i, 720p, 480p, and 480i Resolutions - Supports Audio Return Channel - Supports Highest Refresh Rates Available - Supports Transfer Rates of Up to 340Mhz or 10.2gbps - Supports True HD Dolby 7.1 and DTS-HD Master Audio - HDCP Compliant Quality Construction - Full Metal Shielding Within Connectors For Durability and Interference Protection - Shielding Throughout Cable - HDMI connectors are 24K Gold plated. Buy With Confidence We at Aurum Cables put tremendous effort in excellence of quality in the cables, we will back our HDMI Cables with a Limited 1-Year Warranty.",18028,B006FKFZB8,2
no Amazon offer exists,DIRECTV SLSPF SlimLine SLSPF / SL5S 5 Satellite Dish Antenna (Discontinued by Manufacturer),technical information-application/usage-television:general information-manufacturer-directv:general information-manufacturer part number-slspf:general information-manufacturer website address-directv:general information-brand name-directv:general information-product line-slim line:general information-product name-slim line slspf / sl5s 5 satellite dish antenna:general information-product type-dish antenna:technical information-application/usage-television.,251368,B005AME3Q0,2
no Amazon offer exists,JVC RX318BK Stereo Receiver,"Amazon.com

JVC's RX-318BK AM/FM receiver is designed to be the backbone of your home component stereo system. With five audio inputs you can connect a turntable, CD player, one or two tape decks, and an additional tuner. Discrete stereo outputs push 110 watts of power to two separate channels. Connections are available for two pairs of speakers allowing you to create four-speaker surround. There's also a motor-driven volume control and the ability to control tape dubbing directly from the receiver.
JVC's Compu Link provides simple one touch operation between your JVC audio components. With Compu Link you can pop a CD into your CD player and it will automatically power up your receiver turn it to the proper input. A multi-brand A/V remote control lets you control cable set top boxes, VCRs, TVs, DVDs, and satellite dishes.
The digital AM/FM tuner allows for up to 40 presets so you can quickly find your favorite stations. And for those times when you can't use your speakers or just want a little privacy, there's a headphone jack available on the front panel.
What's in the Box
AM/FM stereo receiver, RM-SR318U wireless remote control, 2 AA batteries, AM Loop antenna, FM wire antenna, instructions, important product safety instruction, product safety registration card


Product description

110 Watts per channel x 2 channels / 4 Speaker matrix surround mode / 5 Audio Inputs including Turntable input / AM/FM Radio / Black Motor Driven Volume Control with LED Bass and Treble Tone Controls Loudness Switch Random Preset Memory for 40 AM/FM stations with auto memory Fluorescent Display with Dimmer Connections for 2 pairs of speaker systems Enhanced COMPULINK Control System Headphone output Weight - 18.5 lbs Size WHD - 17 3/16 x 5 x 14 1/16 Color - Black",717145,B00022676C,2
no Amazon offer exists,"SecurOMax HDMI Cable (4K 60Hz, HDCP 2.2, HDR, 18Gbps) with Braided Cord, 6 Feet","4K High Speed (HS) braided 6 foot (1.82 meter) HDMI cable (Category 2, 18Gbps) with Ethernet and Audio Return Channel (ARC) that will drive your 4K TV or computer monitor at 2160P up to 60 Hz. This cable is made of oxygen-free bare copper wiring and is triple-shielded for maximum performance and ultra low SNR. This enables stable 18 Gbps speeds required for 4K at 60 Hz. Connectors are 24K gold-plated and soldering points are covered by thick aluminium shell. Ethernet and Audio Return channels eliminate extra network and audio cables. Less cables means slimmer cable management box. Supports: 4K Ultra HD 2160p at up to 60 Hz; Quad HD 1440p; Full HD 1080p; 3D Format. Works with any device bearing the HDMI logo.",36010,B00NQ9OQU2,2
no Amazon offer exists,"Sony DMJ95 ""True Car"" Portable CD Player","From the Manufacturer

Sony's high-end D-MJ95 CD Walkman isn't much bigger than a CD itself. This svelte model comes with a car kit, nicad rechargeable batteries and a remote. Other features geared towards car use include a heat-resistant lid and red illuminated LCD screen and keys. The CD player has Sony's G-Protection feature, which should provide enough skip protection to offer smooth operation even when you're jogging. Sony doesn't rate the skip protection of its portable CD players in seconds. Sony says this machine milks 32 hours of playback time from two AA batteries. Two rechargeable nickel metal hydride batteries are included. They can be recharged right in the CD player. Other features include 64-track programming, nine playback modes (variations on repeat and shuffle) and track loop repeat. When activated, the automatic volume limiter system (AVLS) limits the volume so that a sudden loud track doesn't blow out your eardrums.
What's in the box
CD player, manual, AC power adaptor, Headphones, Rotary commander and mounting kit, Rechargeable batteries, battery carrying case, and Car kit",631014,B00005LLVP,2
no Amazon offer exists,"Kaito KA500IP-BLK Voyager Solar/Dynamo AM/FM/SW NOAA Weather Radio with Alert and Cell Phone Charger, Black","Specially designed and engineered for emergency situations, the KA500IP offers different methods to power itself. Those methods include AC/DC adapter (not included), three AA batteries (not included), solar panel, the built-in rechargeable Ni-MH battery which can be recharged from the AC adapter, by hand crank or by a PC. and the high efficiency solar panel not only can trickle charge the built-in battery but also provides power even with no battery installed. At the heart of the KA500IP, there is an internal generator that charges the internal replaceable Ni-MH battery pack and powers the radio, flashlight and reading lamp. Also, by plugging your cell phone including all generations of Phones into the standard USB female jack on the back of the radio, you can use the crank to power and charge your phone. The KA500IP picks up a wide range of broadcasting including AM, FM, shortwave and NOAA weather stations. The 7-weather channels are pre-set and numbered from 1-7, you can easily and conveniently tune into the stations by turning the switch, no more guess work involved.",50923,B007VTQOZI,2
no Amazon offer exists,Riptunes MP2128P 8GB 2.8-Inch Touch Screen MP3 and Video Player (Pink),"Crisp 320 x 240 pixel resolution plays most audio, video, photo & text file formats 8Gb internal memory microSD Expansion slot 1.3 megapixel digital camera/camcorder built-in voice Recorder built-in microphone built-in speaker FM radio time & date display calendar stop watch TV output built-in rechargeable battery multi-language support",482200,B006PZKN7E,2
no Amazon offer exists,"PowerMax PM3_35 Power Supply Converter, 35Amp",Ac to DC converter / charger beefy unit that's painfully simple to install with built in mounting flanges and an AC power cord to plug into standard 110/120v outlet. DC output is via junction set screw style terminal block: -positive (red) -negative (black) simply strip your heavy gauge battery charge wires and insert into the junction and tighten firmly. Done! great for rv's or anywhere you need 12v DC power with high amperage. Use on your test bench to keep battery banks topped off or in your automotive shop to send 12vdc power to the vehicle. 3 Stage charger built in smart chargers current limiting design automatically shuts down power during overload or short-circuit conditions.,20588,B00F8MC418,1
no Amazon offer exists,eKids Frozen Over The Ear Headphones with in-Line Mic,"Let eKids by iHome treat you to rich, detailed audio with the Frozen iHome Cobrand Over-the-Ear Headphones. The padded headband can be adjustable for a perfect fit. Padded ear cushions make extended listening a pleasure. Another great product from iHome.",130838,B00MCNM72M,1
no Amazon offer exists,"TDK Microcassette MC90 Audio Tape, 3 Pack",Package of three standard dynamic grade microcassettes / 90 minutes each tape,305655,B00005T3MD,2
Amazon offer is in stock and shippable,"AVF FS1050VIB-A Vico TV Stand, Black, fits Most TVs in These Sizes – 27”, 32”, 37”, 39”, 40”, 42”, 46”, 47”, 50”, 55”. for TVs with Wide feet, Please Measure to Assure fit.","AVF FS1050VIB-A (Vico) is a stylish, understated, easy to assemble TV Stand that will complement any decor. The angled back corners allow for multiple positioning options, as it can be placed flat against a wall or into a corner of a room, providing ideal viewing angles for a larger area. The black legs and black tempered glass shelves robustly support a TV up to 88 lbs (up to 55-inch), as well as AV components or décor items up to 22 lbs on each shelf. The shelves are great for a Sound Bar, Digital Receiver, DVR, Blu-ray, or the latest PlayStation, Xbox, or Switch. Installation is kept neat via the central cable management panel. Allowing HDMI and power wires to be hidden. The stand accommodates most TVs in these sizes: 27 inch, 32 inch, 37 inch, 39 inch, 40 inch, 42 inch, 46 inch, 47 inch, 50 inch, 55 inch. Assembled Dimension: Width 43.31"", Depth 17.72"", Height 17.52"". IMPORTANT: For TVs with wide feet, please measure width and depth of the TV to assure it will fit on this TV Stand.",937793,B00L1FMHOK,2
no Amazon offer exists,Aurabeam For Sony LMPH202 Replacement Lamp for VPL-HW30ES,Sony Replacement Lamp for VPL-HW30ES,388817,B005GUAIMY,2
Amazon offer is in stock and shippable,"TRIPP LITE CH-9101012-NATripp Lite Isobar 6 Outlet Surge Protector Power Strip, 6ft. Cord with Right Angle Plug, 3300 Joules, Metal, (IBAR6-6D)","ISOBAR6 offers 6 outlets arranged in three filter banks to prevent system crashes, reboots and performance problems common as noisy system peripherals are powered off and on. Surge suppression rated at 3330 joules/97,000 amps offers network-grade protection. Widely spaced NEMA 5-15 outlets accommodate up to 4 large transformer plugs without blocking outlets. Includes 6 foot AC line cord with space-saving angled input plug and keyhole mounting tabs. $50,000 Ultimate Lifetime Insurance.",28262,B0000513T0,1
no Amazon offer exists,Onkyo TX-NR807 7.2-Channel A/V Surround Home Network Receiver (Black) (Discontinued by Manufacturer),"Review from Home Theater Magazine

Review from HomeTheaterMag.com: AudioControl Concert AVR-1
As a product category that straddles the three-figure and four-figure ranges, A/V receivers face a dilemma. A consumer who would shrug at a $999 price tag is suddenly overcome with caution when the price goes up to, say, $1,099, the price of the Onkyo TX-NR807. Yet this receiver is reasonably powerful, and it’s loaded with the latest features.

Read the full review at hometheatermag.com

Product Description

The TX-NR807 brings together the very latest mid-range home-theater functionality and adds one major upgrade: networking capability. An Ethernet port on the TX-NR807 allows it to receive and output audio files playing in real-time on your PC. Alternatively, you can bypass your PC and enjoy a direct connection to streaming internet radio stations such as Pandora and Rhapsody. Naturally, the TXNR807 also handles all of your high-definition audio and video sources—courtesy of six HDMI 1.3a inputs—and upscales any video input to 1080p via Faroudja DCDi Cinema. This powerful THX Select2 Plus Certified receiver also comes with Audyssey DSX and Dolby Pro Logic IIz, two new surround-sound formats that expand the spatial dimensionality of games and movies. Meanwhile, Audyssey room-correction and equalization technologies help ensure a convincing and detailed audio performance, regardless of the volume level or the shape of your room. An intelligent customizable remote controller puts the finishing touch to what is another benchmark-setting all-round performer from Onkyo.",761272,B002HHM0C0,2
no Amazon offer exists,Bose Wave AM/FM Clock Radio - Model AWR1G1 - Graphite,Color:Graphite Gray | Style:Wave Music System,94972,B00021Y9NQ,2
no Amazon offer exists,Eton Grundig Satellit 750 Ultimate AM/FM Radio,Auto/Manual/Direct frequency key-in and station memory tuning,269529,B0014T7W8Y,2
no Amazon offer exists,Denon AVR-X1000 5.1-Channel Networking Home Theater AV Receiver with AirPlay,"From the Manufacturer

The AVR-X1000 IN-Command 5.1 Network Home Theater Receiver offers the latest high-resolution digital audio decoders, network functionality, and a variety of features for versatile use. This receiver is equipped with cutting-edge digital audio decoders, including Dolby TrueHD and DTS-HD Master Audio. The sophisticated video-switching system lets you choose from up to six HDMI inputs, and features 1080p and 3D pass-through. The AVR-X1000 also features a broad range of control options, including web control from a PC or Mac on your home network, as well as with your iOS or Android smartphone or tablet. Its network functionality supports Internet radio services such as SiriusXM, Pandora, and Spotify as well as Apple's AirPlay technology that lets you stream music from your iPod touch, iPhone or iPad or from iTunes on your PC or Mac.

AVR-X1000 IN-Command 5.1 Network Home Theater Receiver
Audyssey Silver built in Fully discrete, Class A/B amplification for all 5 channels (80w x 5ch) Full network feature set with AirPlay, DLNA, Mobile App Control, Windows 8/RT compatibility, SiriusXm, Spotify and Pandora Audyssey Silver Built-In
The AVR-X1000 comes with Denon's Audyssey Silver package, which includes Audyssey MultEQ XT, Audyssey Dynamic Volume, and Audyssey Dynamic EQ.
Audyssey MultEQ XT calibrates the system for up to eight different seating positions, and it uses more and higher quality filters for better results, especially in the bass region (i.e. frequencies below 200Hz). As a result, bass is more impactful and is more evenly distributed throughout the room.
Audyssey Dynamic Volume senses the impending arrival of very loud sounds and automatically reduces the difference between normal and extra-loud programming. Additionally, Audyssey Dynamic EQ automatically adjusts subwoofer and surround speaker levels for maximum performance at any playback volume.
The Denon Setup Assistant simplifies installation and allows you to optimize the AVR-X1000 for your speaker setup.
View larger. Easy to Set Up and Easy to Use
Denon's AVR-X1000 5.1 Channel Network Home Theater Receiver is designed for quick, easy setup. An on-screen graphical display combines large, clear text and icons that are easy to follow. The exclusive Denon Setup Assistant walks you through the process of optimizing the AVR-X1000 for your speakers and source equipment. The supplied color-coded speaker cable labels ensure correct speaker cable hookup the very first time, thanks to the matching color coding on the speaker-wire inputs.
The multi-way speaker-wire-binding post connections on the rear panel are banana-plug compatible and arranged in a horizontal configuration with a ""12 o'clock"" speaker wire input. High-Power Five-Channel Power Amplifier
For an optimum surround sound listening experience, the AVR-X1000 features identical power amp circuitry for all channels and includes an all-discrete power amplifier output stage design. Rated at 80 watts into 8 ohms for each of the five channels, the amplifier provides high power and wide dynamic range with low distortion. Six HDMI Video Inputs with 1080p and 3D Pass-Through
For total system connectivity, the AVR-X1000 is equipped with six HDMI inputs, with five on the rear panel and one on the front panel, allowing you to quickly and easily connect your HDMI-equipped camcorder, game console, or other portable multimedia device. The receiver also offers one HDMI output. Enjoy Music in Another Room
With two-zone, two-source multi-room capability, you can connect a stereo amplifier to the zone 2 preout and enjoy stereo sound from one source in another room, while others can enjoy a different program in the home theater room.
Network-enabled so you can stream music via AirPlay, Pandora, Spotify, and SiriusXM Internet Radio. View larger. Network Functionality for Streaming Media
The AVR-X1000's network functionality lets you enjoy Internet radio services, including Spotify, Pandora, and SiriusXM. The receiver",470119,B00CALM2JY,2
no Amazon offer exists,"Facial Hair Removal for Women,Painless Perfect Hair Remover，Smooth Finish Quick & easy Battery-Operated Portable Electric Facial Hair Remover Epilators for Face Lip Chin and Cheek Hair (Battery Power)","Removes facial hair gently and painlessly. Suitable for daily use to keep up with the hair regrowth and leave it smooth. Laxcare women's facial hair remover is especially designed to use on upper and lower lip, cheeks, chin and neck. Works on peach puzz or fine hair. Go slow with circular movements and it will do the job.",50359,B00FS2HVAC,2
no Amazon offer exists,Pioneer SP-PK52FS Andrew Jones 5.0 Home Theater Speaker Package,,284707,B00IRH0QMA,2
no Amazon offer exists,"Sony DRZX701IP Monitor Headphones for iPhone,Black",PRECISION MONITOR SOUND REPRODUCED BY 50MM DRIVERSIN-LINE CONTROL OF VOLUME & TRACKS (PLAY STOP SKIP)MICROPHONE FOR HANDS-FREE PHONE CALLSNOISE ISOLATION EAR PADS REDUCE OUTSIDE NOISELIGHTWEIGHT FOR LONG-USE COMFORTSUPPORTS IPOD(R)/IPHONE(R) VOICEOVER FUNCTIONALITYSINGLE-SIDED 1.2 M CORD WITH 3.5MM 4 BAND PLUGShipping Dimensions : 7.50in X 4.19in X 12.25inEstimated Shipping Weight : 2.319,104144,B005MIIZ3E,3
no Amazon offer exists,"SVS PB-2000 500 Watt DSP Controlled 12"" Ported Subwoofer (Black Ash)","Meet the latest addition to the SVS arsenal. The 2000 Series is the result of obsessive demands and exhaustive testing. Inspired by the Ultra Series, the PB-2000 was brought to life under the same design philosophy as its renowned Ultra siblings. The challenge: to deliver unprecedented levels of real-world output and sonic precision for the price. It does just that-and more. A slam-and-impact super-hero, the PB-2000 shows up in full force when the movie script demands. Optimized driver and 1100 watts of effortless peak power amp come to the rescue. Explosions shake the couch and thump you in the chest. Then turn on your favorite music and the PB-2000 continues to delight. It fills in the low end with nuance and balance; bringing the sound stage drama and depth. Tubas, cellos and timpani are dynamic and detailed. Electric bass guitar, tom-toms and kick drums bring the concert off the DVD and into the room. Take your listening experience to the next level with the latest product of SVS passion, the PB-2000. New Sledge Amplifier STA-500D: Precise, Flexible, PowerfulSTA-500D The Sledge STA-500D is the sonic engine that brings an unprecedented amp technology and sophistication not found anywhere else at this price point. On sheer power alone, it effortlessly punches out 500 watts RMS and 1100 peak watts. Then add its quick, smooth and precise digital signal processing at all drive levels. Plus, flexible connectivity for easy set-up and integration into your home theater or stereo system. Include an energy saving standby mode of under 0.5 watts. And lastly, pair it with a freshly designed, exhaustively tested all-new SVS 2000-Series driver. All told, a never-before-at-this-price sonic package.",143559,B00I985V4U,2
no Amazon offer exists,"Mediabridge™ 3.5mm Extension Cable (12 Feet) - 3.5mm Female to Male Stereo Audio Cable - Step Down Design for iPhone, iPod, Smartphone, Tablet and MP3 Cases - (Part# MPC-35FM-12)","Mediabridge 3.5mm Extension Cable

Extend the cable connection between your Smartphone, tablet or MP3 player with a car stereo, portable speaker or other 3.5mm stereo audio output. It lengthens an existing 3.5mm connection when existing cables are too short, while giving you the convenience to move away from your output while using your connected device. Supports devices containing a standard 3.5mm auxiliary jack, which are commonly associated with headphones/ear buds. Unlike wireless transmitters & cassette adapters, it provides a direct wired connection that's free of static/FM interference. Dual-shielding, polished metal molding & corrosion-resistant gold-plated plugs deliver crisp sounds & minimal signal loss. A compact, beveled step-down design gives a firmly secure connection, even when bulky cases are on your device. Even charge your devices while in use (separate cable required).

Product Features
- EXTENSION CABLE: Extend the cable connection between your Smartphone, tablet or MP3 player with a car stereo, portable speaker or other 3.5mm stereo audio output
- STEP DOWN DESIGN: Accommodates Smartphone & MP3 cases allowing plugs to be fully seated even when bulky protective cases are used
- BUILD: Dual shielded with high quality polished metal connectors & gold plated 3.5mm audio plugs

Specifications
- Left connector type: 3.5mm Female
- Right connector type: 3.5 mm Male

Compatibility
- Devices with 3.5mm audio jacks (aux ports), like Smartphones, tablets, MP3 players, car stereos & portable speakers
- NOT COMPATIBLE: Mic/video function, or TRRS (Tip Ring Ring Sleeve/Stereo Plus Microphone) cables. TRRS cables are intended for headsets/earbuds with a mic, which this type of cable doesn’t support

Notes
- Audio is transmitted in stereo format, for a surround sound experience
- Existing 3.5mm cable required",122268,B00M8CPWC4,2
Amazon offer is in stock and shippable,"CyberPower CSB600WS Surge Protector, 900J/125V, 6 Swivel Outlets, Wall Tap, White",The Essential Surge Protector CSB600WS offers vital surge protection for common home and office devices such as computers and electronics It prevents spikes in energy caused by storms and electrical power surges from reaching your electronic equipment The CSB600WS provides 900 joules of protection 6 swivel outlets and a wall tap plug Features of the CSB600WS include metal oxide varistor (MOV) technology an EMI/RFI noise filter and impact-resistant casing This compact surge suppressor comes with a Limited Lifetime and a Connected Equipment.,24646,B00B44Y6TW,1
no Amazon offer exists,LiteFuze LR-5000 5000 Watt Voltage Regulator with Transformer Step Up/Down 110V/220V - IEC Detachable Cord - Circuit Breaker,"The LiteFuze LR series 5000 watt Step Up/Step Down heavy duty voltage regulator with transformer is simple plug and play with auto input voltage detection. You do not need to worry about setting the input voltage with a manual switch, just connect it to any AC voltage outlet and its ready to go. It is also equipped with circuit breaker protection so you'll never need to replace fuses on overload. The voltage regulator function stabilizes the input voltage (90V-260V) and outputs both 110V & 220V from their corresponding outlets simultaneously. It also features the converting box technology which ensures lighter weight. The LR-3000 is compatible to operate on 50 Hz or 60 Hz. It is designed to convert single phase 110-120V to 220-240V or 220-240V to 110-120V. This CE certified transformer is safer with advanced side vents for ventilation. The efficiency factor of LR series voltage regulator transformers is 2.0, use this factor to determine the correct size voltage transformer for your electronics/appliances. Just multiply the efficiency factor times the max power(watt) rating of your product and then purchase a transformer of at least that size. LR series voltage regulator transformers are equipped with high grade copper coils which makes them energy efficient during voltage conversion. 3 Year Manufacturer's Limited Warranty",1127181,B00I79ZJS4,1
no Amazon offer exists,RCA RPSA05 Symphonix Battery Operated Personal Sound Amplifier,"If you have every wanted to get a hearing aid but they are just too expensive, the Symphonix Personal Sound Amplifier is what you are looking for. Typical hearing aids have a cost of about $1k-$3k per year, the Symphonix personal sound amplifier costs a fraction of that price. It is made from high-end hearing aid components and has three different volume and noise-reduction settings to fit any situation. The Symphonix also has the convience of being reversible allowing it to be worn on either ear. Don't worry about the RCA Symphonix getting in the way of eye wear. It has a sleek ultra-light design that is only a quarter inch thick. The Symphonix Personal Sound Amplifier uses a common zinc-air 312 battery that will provide 7 to 10 days of power. If you want clear hearing again look no further.",449553,B00AAGJZ2S,3
no Amazon offer exists,Marantz CC4003 5 Disc CD Changer (Black) (Discontinued by Manufacturer),"5 disc CD changer, MP3, WMA files playback, Bi directional RS 232C, IR Flasher In, 50 tracks Program play, Headphone w/ level, Coax/Opt Digital otputs, Cirrus Logic D/A converter",787529,B002KKCPA6,2
no Amazon offer exists,Bose QuietComfort 15 Acoustic Noise Cancelling Headphones (Discontinued by Manufacturer),"Quiet Comfort 15 headphones feature exclusive Bose advancements in noise reduction technology. You hear less noise than ever before, and even more of your music and movies with the quality sound you expect from Bose. And their lightweight fit stays comfortable for hours. It's a combination of benefits unmatched in the industry.",170416,B002M38I2U,1
no Amazon offer exists,"VoiceBooster Voice Amplifier & Mp3 Player & FM Radio 25watts Black MR-AK38 by TK Products,Portable, for Teachers, Coaches, Tour Guides, Presentations, Costumes, Etc.","From TK Products, LLC
Model: Aker MR-AK38
Color: Black
Peak Power output: 25 Watts
Frequency response: 100hz ± 13db1khz ± 1db
Dimensions: 3.74in Diameter x 5.79in Length (95mm x147mm)
Weight (w/ Batteries): 1.72 lbs (780 g)
Voltage: 7.5v
Current consumption: 150mA Speaker Sensitivity: 53 dBV/A +- 3 dB
Power Source: Built-in Lithium Rechargeable batteries
Battery Life: 10-15 hours, 6 hour recharge, 2-3 year life (replacements available)
Also included: Headset microphone, Charger cable (US plug), MP3 cable (male to male 3.5mm), MP3 line in port, Microphone line in port, adjustable waist band, Carry bag.

Possible Uses: Costumes, Props, Electronic sound effects, MP3 player, Teachers, Professors, Ministers, Coaches, Tour guides, and Presentations.

Features:
- Built in FM Radio
- USB and MicroSD port for playing MP3 music and sound files
- Rechargeable lithium batteries that last 10-15 hours of continuous use before needing a charge.
- Battery life will last 2-3 years.
- Sound covers over 6,000 square feet.
- Comes with adjustable waist or neck band
- Can also be used MP3 speaker. The amp has a microphone input and a MP3 input . The amp will accept signals from both input ports and out through the speaker at the same time.",84057,B00558AYUS,2
