index,age,race,sex,education,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,y
11238,26,4,1,11,4,13,3,32,4,53209,9,0,0,40,0
11239,48,4,0,11,4,13,1,33,4,207817,9,0,0,32,0
11240,39,4,0,12,2,2,5,32,4,165215,14,0,1902,18,1
11241,29,4,1,15,4,9,1,32,5,87745,10,0,0,60,0
11242,65,4,1,9,2,13,0,32,4,258561,13,0,0,20,0
11243,25,4,1,15,4,2,3,32,4,98155,10,0,0,40,0
11244,26,4,1,9,2,2,0,32,4,57600,13,0,0,40,0
11245,24,4,1,11,4,8,3,32,5,60668,9,0,0,40,0
11246,61,4,0,15,0,0,1,32,0,203849,10,0,0,40,0
11247,56,4,1,11,2,8,0,32,4,244605,9,0,0,40,0
11248,33,4,0,11,0,13,4,32,4,159303,9,0,0,40,0
11249,63,4,0,15,2,2,5,32,4,127363,10,0,0,12,0
11250,48,4,1,11,0,1,1,32,1,247043,9,0,0,40,0
11251,26,4,0,9,4,9,1,32,4,37379,13,0,0,45,0
11252,27,4,0,12,4,9,1,32,4,79787,14,0,0,25,0
11253,49,4,1,9,2,2,0,32,1,128990,13,0,0,40,1
11254,26,2,0,15,3,8,2,37,4,211265,10,0,0,35,0
11255,31,4,1,7,2,12,0,32,4,113364,12,0,0,55,0
11256,17,4,1,1,4,13,3,32,4,89821,7,0,0,10,0
11257,27,4,0,15,0,12,4,32,4,102889,10,0,0,40,0
11258,38,4,1,11,2,3,0,32,2,37931,9,0,0,40,1
11259,57,4,0,15,5,4,1,32,4,308861,10,0,0,40,0
11260,24,4,1,15,4,3,1,32,2,69640,10,0,0,40,0
11261,33,3,1,9,2,12,0,38,4,137088,13,0,0,40,0
11262,28,4,1,11,0,6,1,32,4,87239,9,0,0,50,0
11263,55,2,0,7,0,4,4,32,4,171780,12,0,0,30,0
11264,32,4,1,12,2,2,0,32,7,253354,14,0,0,50,0
11265,42,4,1,11,0,9,3,32,4,152676,9,0,0,40,0
11266,32,4,1,8,2,8,0,32,4,299635,11,0,0,45,0
11267,38,4,1,11,2,9,0,32,6,58972,9,0,0,50,0
11268,57,4,0,15,6,12,4,32,4,173580,10,0,0,40,0
11269,38,4,1,15,2,9,0,32,4,32528,10,0,0,40,1
11270,26,4,0,1,5,13,4,32,4,94392,7,0,0,20,0
11271,41,4,1,15,2,8,0,32,4,122381,10,0,1887,50,1
11272,49,4,1,7,2,4,0,32,4,185385,12,0,0,45,0
11273,21,4,0,15,4,0,3,32,0,124242,10,0,0,40,0
11274,37,4,0,11,4,5,1,32,4,125550,9,14084,0,35,1
11275,38,4,1,11,0,6,1,32,4,161141,9,0,0,40,0
11276,58,4,1,11,2,9,0,32,7,48433,9,0,0,40,0
11277,21,4,1,15,4,1,3,32,6,409230,10,0,0,30,0
11278,52,4,1,8,2,5,0,32,4,204322,11,5013,0,40,0
11279,41,4,0,9,2,1,5,32,6,169023,13,7688,0,40,1
11280,46,4,1,8,3,12,4,32,4,197731,11,0,0,40,0
11281,67,2,0,4,6,0,4,32,0,159542,3,0,0,40,0
11282,28,2,1,0,4,12,3,32,4,215873,6,0,0,45,0
11283,51,4,0,11,0,9,1,32,6,111283,9,99999,0,35,1
11284,30,4,1,15,2,4,0,32,4,255885,10,0,0,50,0
11285,24,2,0,15,4,1,3,32,4,274398,10,0,0,20,0
11286,43,4,1,9,2,2,0,32,7,28451,13,0,0,37,1
11287,26,4,1,9,4,2,3,32,4,248612,13,0,0,30,0
11288,35,2,1,11,2,12,0,32,4,465507,9,0,0,40,0
11289,36,4,1,15,4,6,1,32,4,176335,10,0,0,40,0
11290,40,4,0,15,5,9,4,32,4,75363,10,0,0,40,0
11291,34,4,1,15,2,13,0,32,4,174789,10,0,0,50,0
11292,44,4,1,11,2,8,0,32,1,320071,9,0,0,40,1
11293,33,4,0,15,2,2,5,32,4,168030,10,7298,0,21,1
11294,31,4,1,11,2,1,0,32,4,198613,9,0,0,35,0
11295,42,4,0,15,2,2,5,32,4,147251,10,0,0,36,0
11296,57,4,1,9,2,5,0,32,1,310320,13,0,0,48,1
11297,42,4,0,10,0,2,1,32,7,117583,16,8614,0,60,1
11298,30,2,1,9,4,9,3,3,4,77143,13,0,0,40,0
11299,31,4,1,9,4,5,1,32,4,46807,13,0,0,40,0
11300,17,4,1,2,4,11,3,32,6,174120,8,0,0,15,0
11301,23,4,0,11,4,9,3,32,4,314894,9,0,0,45,0
11302,53,4,1,11,2,0,0,32,0,123011,9,0,0,40,1
11303,38,1,1,8,2,2,0,23,4,354739,11,0,0,36,1
11304,32,4,0,15,4,5,1,32,4,182975,10,0,0,20,0
11305,24,4,1,15,4,4,1,32,4,326587,10,0,0,40,0
11306,34,4,1,15,2,10,0,18,4,117529,10,0,0,54,0
11307,67,4,0,8,6,0,1,32,0,244122,11,0,0,1,0
11308,37,4,1,11,2,8,0,32,4,169426,9,0,0,60,1
11309,23,4,0,15,4,13,1,32,4,252153,10,0,0,28,0
11310,24,4,1,9,4,4,1,32,4,42401,13,0,0,47,0
11311,20,4,0,15,4,4,3,32,4,299399,10,0,0,20,0
11312,45,4,1,15,2,4,0,32,4,101977,10,0,0,45,0
11313,17,2,0,0,4,13,3,32,4,143791,6,0,0,12,0
11314,21,4,1,15,4,2,1,32,2,32639,10,0,0,20,0
11315,43,2,0,11,4,13,1,32,4,39581,9,0,0,45,0
11316,24,4,1,11,4,6,3,32,4,119156,9,0,0,50,0
11317,46,4,1,11,2,13,0,32,4,394860,9,0,0,40,0
11318,63,1,0,4,6,13,2,23,4,106910,3,0,0,19,0
11319,41,4,1,12,2,2,0,32,2,184466,14,0,0,38,1
11320,17,4,0,0,4,13,3,32,4,132680,6,0,1602,10,0
11321,71,2,1,13,6,8,4,32,4,235079,1,0,0,10,0
11322,24,2,1,15,2,2,0,32,4,220323,10,0,0,40,0
11323,25,4,1,9,2,2,0,0,4,164488,13,0,0,40,0
11324,19,4,1,11,4,11,3,32,4,405526,9,0,0,40,0
11325,68,4,1,11,2,10,0,32,6,450580,9,0,0,20,0
11326,33,4,1,9,2,2,0,32,4,162572,13,99999,0,40,1
11327,35,4,1,11,4,6,3,32,4,290226,9,0,0,40,0
11328,38,4,1,11,2,8,0,32,4,63509,9,0,0,40,1
11329,41,4,1,14,2,9,0,32,6,153132,15,15024,0,40,1
11330,58,4,1,9,2,9,0,32,1,208640,13,0,0,40,1
11331,35,4,0,11,2,13,5,32,4,148903,9,0,0,16,1
11332,45,1,1,0,4,12,1,34,4,101656,6,0,0,40,0
11333,22,4,0,9,4,4,1,32,4,268145,13,0,0,40,0
11334,28,4,0,9,2,9,5,32,4,100829,13,0,0,50,1
11335,52,4,0,11,5,13,1,32,7,189728,9,0,0,35,0
11336,37,2,0,15,3,1,4,32,2,269300,10,0,0,27,0
11337,46,2,0,11,5,12,3,32,4,188161,9,0,0,40,0
11338,41,4,0,2,0,0,1,11,0,77937,8,0,0,40,0
11339,32,4,1,15,2,8,0,32,4,151773,10,0,0,45,0
11340,21,4,1,15,4,2,3,32,4,88926,10,0,0,10,0
11341,57,4,1,11,2,9,0,32,4,317969,9,0,0,50,0
11342,45,4,0,11,0,4,1,32,4,162606,9,0,0,35,0
11343,28,4,0,9,2,9,5,32,4,119287,13,15024,0,28,1
11344,24,4,0,9,4,2,1,32,2,322658,13,0,0,40,0
11345,50,4,1,12,2,9,0,32,2,100480,14,0,0,60,1
11346,33,4,0,8,0,0,1,2,0,160776,11,0,0,40,0
11347,40,4,1,9,2,2,0,32,4,25005,13,15024,0,99,1
11348,46,2,1,9,2,6,0,32,2,441542,13,0,0,40,0
11349,45,2,1,11,4,4,1,32,4,339506,9,0,0,40,0
11350,17,4,1,0,4,11,3,32,4,63734,6,0,0,20,0
11351,55,2,0,15,0,2,1,32,7,181641,10,0,0,37,0
11352,41,4,1,3,2,8,0,18,4,328447,2,0,0,35,0
11353,48,4,1,14,2,2,0,32,2,328610,15,0,0,45,1
11354,32,4,1,11,0,4,1,32,4,158416,9,0,0,50,0
11355,60,4,1,1,2,6,0,32,2,232769,7,0,0,20,0
11356,67,4,1,9,2,2,0,32,4,236627,13,0,0,2,0
11357,31,4,1,15,2,12,0,32,4,50178,10,0,0,40,0
11358,33,4,0,11,0,1,2,32,4,264936,9,0,0,40,0
11359,53,2,0,11,6,1,1,32,4,152883,9,0,0,40,0
11360,44,4,1,11,2,6,0,32,4,191256,9,0,0,65,1
11361,54,4,0,10,4,9,1,32,7,188809,16,0,0,50,1
11362,20,2,1,11,2,4,3,32,4,470875,9,0,0,32,0
11363,30,4,1,15,2,12,0,32,4,203488,10,0,0,40,1
11364,24,4,0,9,4,13,3,32,4,284317,13,0,0,30,0
11365,59,4,1,10,2,2,0,32,4,91384,16,0,0,60,1
11366,43,4,1,9,4,5,1,32,1,347720,13,0,0,50,0
11367,64,4,1,11,0,6,4,32,2,164876,9,0,0,20,0
11368,50,4,1,11,2,1,0,32,1,159670,9,0,0,40,1
11369,43,3,1,4,2,12,0,18,4,255635,3,0,0,40,0
11370,67,4,1,9,2,4,0,32,6,179285,13,0,0,30,0
11371,33,4,1,12,4,1,3,32,4,171215,14,0,0,40,0
11372,24,4,0,9,4,4,2,32,4,204172,13,0,0,40,0
11373,41,4,1,11,2,4,0,32,4,37869,9,0,1902,40,1
11374,20,4,1,11,2,8,0,32,4,34568,9,3781,0,35,0
11375,71,4,0,12,4,13,1,32,4,180733,14,0,0,20,0
11376,52,4,0,11,0,1,4,32,1,31838,9,0,0,40,0
11377,61,4,0,12,6,9,4,32,5,102191,14,0,0,99,0
11378,37,4,1,11,2,12,0,32,4,188069,9,0,0,40,0
11379,50,4,1,9,2,9,0,11,7,159219,13,0,0,40,1
11380,53,4,1,10,2,1,0,32,7,53197,16,0,0,50,1
11381,30,4,1,15,2,12,0,32,4,205950,10,0,0,40,1
11382,35,4,1,15,4,8,3,32,6,160192,10,0,0,40,0
11383,34,4,1,11,2,9,0,32,4,242984,9,0,1887,45,1
11384,53,4,0,11,5,4,1,32,4,213378,9,0,0,33,0
11385,43,4,0,10,3,2,1,0,4,57600,16,0,0,40,0
11386,51,4,0,11,4,12,3,32,4,144084,9,0,0,40,0
11387,26,4,1,9,4,9,1,32,4,164488,13,0,0,10,0
11388,44,4,1,15,2,8,0,32,4,111067,10,0,0,40,0
11389,33,2,1,15,2,6,0,32,4,287908,10,0,0,50,1
11390,20,4,1,1,4,6,3,32,4,293091,7,0,0,60,0
11391,42,4,0,9,2,2,5,32,4,246011,13,0,0,55,0
11392,39,4,0,12,4,2,1,32,2,316582,14,0,0,55,0
11393,58,4,1,11,2,1,0,32,4,236596,9,0,0,45,1
11394,22,4,1,11,2,12,0,32,4,234663,9,0,0,40,0
11395,48,2,1,0,2,6,0,32,4,498328,6,0,0,40,0
11396,35,4,1,11,2,9,0,32,4,126675,9,0,0,48,0
11397,28,4,1,11,4,13,1,32,4,131298,9,0,0,60,0
11398,21,4,1,15,4,6,3,32,4,285457,10,0,0,50,0
11399,25,4,0,9,4,4,3,32,4,361307,13,0,0,40,0
11400,35,4,1,9,2,2,0,32,4,172571,13,0,0,50,0
11401,50,4,1,15,2,4,0,32,4,200960,10,0,0,50,0
11402,17,4,1,0,4,13,3,32,4,96282,6,0,0,14,0
11403,24,4,0,7,2,4,3,32,4,209034,12,0,0,20,0
11404,45,4,0,11,0,9,1,32,4,72844,9,0,0,46,0
11405,54,4,1,9,2,4,0,32,4,343242,13,0,0,40,1
11406,25,4,1,9,4,3,3,32,7,176162,13,0,0,40,0
11407,25,4,1,15,4,8,3,32,6,213385,10,0,0,80,0
11408,69,4,1,11,2,4,0,32,6,349022,9,0,0,33,0
11409,54,1,1,11,2,9,0,0,6,121761,9,0,0,50,0
11410,51,4,1,15,2,9,0,32,5,338836,10,0,0,40,1
11411,20,4,0,15,4,4,3,32,4,110597,10,0,0,30,0
11412,90,4,1,9,4,9,1,32,4,40388,13,0,0,55,0
11413,60,4,1,9,2,2,0,32,4,167670,13,0,0,35,0
11414,23,4,0,9,4,2,3,32,4,210443,13,0,0,40,0
11415,44,2,1,11,2,8,0,0,4,228729,9,0,0,40,0
11416,28,4,1,11,4,6,4,32,4,22422,9,0,0,55,0
11417,31,4,1,11,2,4,0,32,7,116677,9,0,0,40,0
11418,19,1,0,15,4,13,3,28,5,148955,10,0,0,35,0
11419,24,2,0,9,4,9,3,32,4,205844,13,0,0,40,0
11420,33,4,0,9,4,13,1,32,6,99761,13,0,0,15,0
11421,51,4,1,11,2,10,0,32,6,156802,9,3103,0,60,1
11422,45,1,1,6,2,11,0,10,4,175262,5,0,0,40,0
11423,46,2,1,12,2,2,0,32,2,125457,14,0,0,38,1
11424,40,4,0,9,0,1,1,32,4,183096,13,0,0,35,0
11425,43,2,1,14,2,2,0,32,5,286750,15,0,0,99,1
11426,23,4,0,15,4,1,3,32,4,122272,10,0,0,20,0
11427,35,4,1,11,2,9,0,12,4,202950,9,0,0,55,1
11428,58,4,1,11,2,8,0,32,4,177368,9,0,0,40,1
11429,30,4,1,11,2,4,0,32,4,54929,9,0,0,55,0
11430,60,4,1,11,0,8,1,32,5,171315,9,0,0,40,0
11431,34,2,1,15,4,11,1,0,4,591711,10,0,0,48,0
11432,43,4,1,11,2,8,0,32,7,60949,9,0,0,40,0
11433,41,4,1,10,2,2,0,32,6,174395,16,15024,0,55,1
11434,78,4,1,9,4,9,1,32,6,316261,13,99999,0,20,1
11435,39,4,1,11,2,8,0,32,2,143385,9,0,0,40,0
11436,46,4,1,10,2,2,0,32,6,353012,16,0,1902,50,1
11437,36,4,1,9,2,2,0,32,4,156667,13,0,1902,50,1
11438,48,4,1,11,2,8,0,32,6,353012,9,0,1902,40,1
11439,39,4,1,9,4,1,1,32,7,77516,13,2174,0,40,0
11440,19,4,1,11,4,3,1,32,4,331433,9,0,0,32,0
11441,39,4,1,9,4,9,1,32,4,80410,13,0,0,40,0
11442,36,4,1,15,2,10,0,32,4,104858,10,0,0,56,1
11443,18,4,0,11,4,13,3,32,4,294253,9,0,0,27,0
11444,22,4,1,2,4,0,1,32,0,87867,8,0,0,30,0
11445,33,1,1,11,2,9,0,29,5,139057,9,0,0,84,1
11446,20,2,1,15,4,4,3,32,4,266015,10,0,0,44,0
11447,33,4,1,10,2,2,0,32,7,291494,16,0,0,50,1
11448,31,4,1,15,2,1,0,32,4,59496,10,0,0,50,0
11449,46,4,0,11,2,14,5,32,4,75256,9,0,0,40,0
11450,51,2,1,11,4,13,1,32,2,88120,9,0,0,40,0
11451,38,4,0,15,2,11,5,32,4,127601,10,0,0,35,0
11452,29,4,0,15,4,4,4,32,4,176723,10,0,0,25,0
11453,35,4,1,11,2,12,0,32,4,171968,9,0,0,40,0
11454,29,4,1,0,4,2,1,32,4,200468,6,0,0,40,0
11455,71,4,1,11,2,4,0,32,4,212806,9,0,0,36,0
11456,38,4,0,9,4,12,1,32,4,208379,13,0,0,8,0
11457,53,4,0,15,4,1,1,32,4,126368,10,0,0,50,1
11458,47,4,1,9,2,2,0,32,7,118447,13,0,0,60,1
11459,27,4,1,9,4,4,3,32,4,214858,13,0,0,40,0
11460,29,4,1,11,4,6,4,32,4,289991,9,0,0,55,0
11461,29,4,0,11,4,4,3,32,4,87523,9,0,0,40,0
11462,43,4,0,11,0,1,4,32,7,143939,9,0,0,50,1
11463,20,4,1,11,4,6,3,32,4,138768,9,0,0,30,0
11464,26,4,1,12,4,2,1,32,4,157028,14,0,0,55,1
11465,25,4,1,9,4,9,1,32,4,197871,13,0,0,50,0
11466,19,4,0,15,2,0,5,32,0,184308,10,0,0,30,0
11467,37,4,0,9,2,2,5,32,2,593246,13,0,0,50,1
11468,25,4,1,0,2,12,0,5,4,248990,6,0,0,40,0
11469,44,4,0,12,2,9,5,32,6,402397,14,0,1902,60,1
11470,33,4,1,7,2,2,0,32,4,96245,12,0,0,50,0
11471,50,4,1,10,2,2,0,32,6,176867,16,3781,0,40,0
11472,38,4,1,11,0,8,4,32,4,27408,9,0,0,50,0
11473,21,2,0,1,4,13,4,32,4,191460,7,0,0,40,0
11474,31,4,1,11,2,13,0,32,4,214235,9,0,0,65,0
11475,23,2,1,15,5,9,4,32,2,430828,10,0,0,40,0
11476,66,4,1,11,4,6,1,32,4,127921,9,2050,0,55,0
11477,18,2,1,1,4,13,3,32,4,152004,7,0,0,20,0
11478,40,4,1,14,2,2,0,32,4,166662,15,15024,0,45,1
11479,21,4,1,11,4,13,1,32,4,202125,9,0,0,40,0
11480,57,2,1,11,2,5,0,31,4,169329,9,0,1887,40,1
11481,39,1,0,9,5,2,4,23,4,165235,13,0,0,40,1
11482,23,4,1,7,2,0,0,32,0,32897,12,0,0,20,0
11483,47,4,1,9,2,9,0,32,4,246739,13,99999,0,55,1
11484,21,4,1,11,4,8,1,18,4,301694,9,0,0,35,0
11485,24,2,1,11,4,8,3,32,4,214014,9,0,0,40,0
11486,50,4,1,9,2,3,0,32,2,163998,13,0,0,44,1
11487,61,4,1,15,2,4,0,32,4,716416,10,0,0,44,1
11488,33,4,1,11,0,9,1,32,4,226525,9,0,0,60,0
11489,39,1,1,15,4,8,1,32,6,247975,10,0,0,30,0
11490,19,4,1,11,4,12,3,32,4,351802,9,0,0,35,0
11491,46,4,1,8,2,9,0,32,5,182655,11,0,0,60,1
11492,36,4,0,0,0,9,4,32,4,526968,6,0,0,40,0
11493,53,4,1,11,2,8,0,32,4,290688,9,0,0,52,1
11494,29,2,0,15,4,1,4,32,1,37933,10,2174,0,40,0
11495,59,4,1,3,2,12,0,32,4,95283,2,0,0,40,0
11496,59,4,1,0,6,12,1,32,4,291529,6,0,0,52,0
11497,34,4,1,11,0,6,1,32,4,183778,9,0,0,40,0
11498,45,4,1,11,2,3,0,32,2,304973,9,0,0,78,1
11499,41,4,1,15,2,9,0,32,4,221947,10,0,1887,50,1
11500,41,4,1,9,2,4,0,32,5,218302,13,0,0,60,1
11501,62,2,0,11,0,13,1,32,2,223637,9,0,0,35,0
11502,23,4,0,9,4,2,1,32,4,117606,13,0,0,40,0
11503,34,4,1,11,2,4,0,32,6,77209,9,0,1902,60,1
11504,27,4,1,9,4,4,1,32,4,178778,13,0,0,80,1
11505,47,4,1,9,2,3,0,32,2,246891,13,0,0,40,0
11506,35,4,1,9,0,4,1,32,4,117381,13,0,0,40,0
11507,35,4,1,11,0,8,1,32,6,195744,9,0,0,50,0
11508,48,4,1,11,2,4,0,32,4,118889,9,2885,0,15,0
11509,29,0,0,11,0,4,1,32,4,29865,9,0,0,50,0
11510,45,4,1,15,2,12,0,32,4,88500,10,0,0,44,1
11511,32,4,1,11,2,8,0,32,4,195000,9,0,0,40,0
11512,31,4,1,15,0,8,1,32,4,184307,10,0,0,40,0
11513,17,4,1,0,4,13,3,32,4,136363,6,0,0,20,0
11514,34,4,1,3,2,8,0,18,4,238376,2,0,0,40,0
11515,32,4,0,9,0,9,1,32,4,270968,13,0,0,50,1
11516,58,4,0,9,2,2,5,32,2,205267,13,0,0,40,1
11517,38,4,1,15,2,4,0,32,4,104094,10,0,0,40,0
11518,31,4,1,9,2,9,0,32,4,54318,13,0,0,50,1
11519,51,4,1,11,2,6,0,32,6,204322,9,0,0,50,0
11520,41,4,1,11,0,8,1,32,5,60949,9,0,0,55,0
11521,41,4,1,9,2,10,0,32,6,197176,13,0,0,75,1
11522,45,4,1,15,2,9,0,32,4,449354,10,0,0,40,0
11523,34,4,0,11,0,13,4,32,4,128063,9,0,0,36,0
11524,55,4,0,12,0,2,1,32,4,436861,14,14084,0,40,1
11525,29,4,1,15,2,13,0,32,4,50028,10,0,0,40,0
11526,34,4,0,11,4,1,1,32,4,117983,9,0,0,40,0
11527,44,4,0,2,2,13,2,18,2,357814,8,0,0,35,0
11528,23,4,0,9,4,4,1,32,4,615367,13,0,0,40,0
11529,38,4,1,11,2,8,0,32,4,226357,9,0,0,40,0
11530,21,4,1,15,4,12,4,32,4,203055,10,0,0,40,0
11531,39,4,1,14,2,2,0,32,6,202027,15,0,1977,50,1
11532,32,4,1,11,2,6,0,32,4,106742,9,0,0,40,0
11533,41,4,1,4,2,10,0,18,4,238355,3,0,0,40,0
11534,35,4,1,8,4,5,1,32,4,241153,11,0,0,40,0
11535,49,4,1,11,2,12,0,32,4,315984,9,0,0,40,0
11536,31,4,0,11,2,6,5,32,4,123397,9,5178,0,35,1
11537,29,2,1,15,4,11,4,32,4,299705,10,0,0,37,0
11538,22,4,1,0,4,13,1,18,4,385540,6,0,0,40,0
11539,36,4,1,15,5,9,1,32,4,111128,10,0,0,60,1
11540,26,2,1,0,4,1,1,32,4,375499,6,0,0,20,0
11541,17,4,0,2,4,4,3,32,4,178953,8,0,0,20,0
11542,36,4,0,15,0,1,4,32,4,51838,10,0,0,40,0
11543,54,4,1,11,2,2,0,32,7,138852,9,0,0,40,0
11544,31,4,0,12,0,1,1,32,7,26401,14,0,0,25,0
11545,30,4,1,0,4,8,1,32,4,123178,6,0,0,50,0
11546,32,4,1,9,2,4,0,32,4,204567,13,99999,0,60,1
11547,37,1,0,2,2,4,5,0,4,130620,8,0,0,33,0
11548,36,4,1,11,0,8,1,32,4,93225,9,0,0,40,0
11549,36,4,0,11,0,1,4,32,4,274809,9,0,0,50,0
11550,40,4,0,12,0,0,3,32,0,65545,14,0,0,55,0
11551,22,4,0,9,4,1,3,32,4,210781,13,0,0,35,0
11552,25,4,1,12,4,2,3,32,2,334133,14,0,0,20,0
11553,30,4,1,11,2,4,0,32,4,39054,9,0,0,40,0
11554,29,4,1,9,4,2,1,32,4,133696,13,8614,0,45,1
11555,18,4,1,1,4,13,3,32,7,191117,7,0,0,20,0
11556,52,4,0,15,5,9,1,32,1,192065,10,0,0,40,0
11557,26,2,1,11,4,11,3,32,4,209942,9,0,0,40,0
11558,35,4,1,11,0,6,1,32,4,330664,9,0,0,40,0
11559,27,4,0,9,4,1,1,32,4,179565,13,0,0,37,0
11560,56,4,1,5,2,12,0,32,4,298695,4,0,0,48,0
11561,24,4,1,11,4,9,1,32,4,186452,9,0,0,50,0
11562,36,4,1,1,4,8,3,32,4,192664,7,0,0,40,0
11563,65,4,1,9,2,9,0,32,4,150095,13,0,0,40,1
11564,67,4,1,12,2,9,0,32,4,105252,14,0,0,40,1
11565,42,4,1,9,0,1,4,32,4,188808,13,0,0,30,0
11566,47,4,0,15,0,13,3,32,4,306183,10,0,0,44,0
11567,51,4,1,15,2,5,0,32,4,96586,10,0,0,40,1
11568,31,4,1,11,2,13,0,18,4,231826,9,0,0,52,0
11569,42,4,1,9,2,2,0,32,4,273230,13,0,0,90,0
11570,28,4,0,11,3,5,1,32,4,196621,9,0,0,37,0
11571,51,4,1,11,2,6,0,32,4,162632,9,7298,0,60,1
11572,20,2,0,11,4,4,3,32,4,691830,9,0,0,35,0
11573,60,4,0,11,2,13,5,32,4,166330,9,99999,0,40,1
11574,20,2,0,11,4,1,1,32,4,91939,9,0,1721,30,0
11575,31,3,0,5,4,12,1,18,4,186144,4,0,0,40,0
11576,29,4,1,15,4,6,4,32,4,277342,10,0,0,40,0
11577,21,2,0,11,4,0,3,32,0,161930,9,0,1504,30,0
11578,27,4,0,15,5,4,3,32,5,89718,10,0,0,40,0
11579,34,2,0,12,2,2,5,32,7,595000,14,0,0,40,1
11580,44,4,1,15,2,5,0,32,4,156413,10,0,0,44,1
11581,30,4,1,11,2,5,0,32,4,177304,9,0,0,40,1
11582,40,4,1,7,0,2,1,32,4,168071,12,0,0,50,0
11583,24,4,1,12,4,5,1,32,4,172496,14,0,0,50,0
11584,28,4,0,15,2,0,5,32,0,123147,10,0,1887,40,1
11585,51,4,1,11,2,1,0,32,4,313146,9,0,0,40,0
11586,18,4,0,1,4,13,3,32,4,41794,7,0,0,20,0
11587,42,4,1,9,0,6,1,32,2,46094,13,0,0,33,0
11588,28,4,1,11,0,3,1,32,4,389713,9,0,0,40,0
11589,44,4,1,9,2,9,0,32,4,230478,13,0,0,40,1
11590,40,4,0,12,2,2,5,32,7,199381,14,15024,0,37,1
11591,62,4,0,15,2,0,5,32,0,182687,10,0,0,45,1
11592,39,4,1,15,2,10,0,32,6,31848,10,2829,0,90,0
11593,19,4,1,15,4,4,3,32,4,389143,10,0,0,40,0
11594,66,4,0,11,6,14,1,40,4,66008,9,0,0,50,0
11595,53,4,1,9,2,13,0,32,4,111939,13,0,0,35,0
11596,46,4,1,9,2,8,0,32,4,122026,13,0,0,44,1
11597,34,2,1,15,0,2,1,3,4,103408,10,0,0,40,1
11598,55,4,1,12,2,4,0,32,6,322691,14,3103,0,55,1
11599,40,4,1,15,2,11,0,18,2,370502,10,0,0,40,0
11600,39,4,1,11,4,11,2,32,4,231491,9,0,0,40,0
11601,39,4,0,9,4,9,1,32,4,67433,13,0,0,40,0
11602,29,2,0,11,2,1,5,32,4,197288,9,0,0,40,0
11603,39,1,1,8,2,5,0,23,4,341672,11,0,0,40,0
11604,23,4,1,15,4,4,1,32,4,257509,10,0,0,25,0
11605,52,4,0,11,0,1,1,40,7,447579,9,0,0,40,0
11606,90,4,1,11,6,6,4,32,4,90523,9,0,0,99,0
11607,47,1,1,11,2,8,0,16,4,93449,9,0,0,60,0
11608,38,4,0,12,4,2,1,32,2,30509,14,0,1669,55,0
11609,33,4,1,15,2,4,0,32,6,155151,10,0,1740,50,0
11610,38,4,1,11,0,12,1,32,4,175232,9,0,0,45,0
11611,44,2,0,15,4,13,4,32,2,210527,10,0,0,40,0
11612,46,4,1,9,2,9,0,32,4,159869,13,0,0,40,1
11613,28,4,1,9,2,9,0,32,4,90196,13,0,0,45,1
11614,50,4,1,6,2,12,0,32,4,109277,5,0,0,48,0
11615,19,4,1,11,4,12,2,32,4,198663,9,0,0,40,0
11616,24,4,1,6,4,11,3,32,4,402778,5,0,0,12,0
11617,26,3,0,7,5,8,1,32,4,196899,12,0,0,40,0
11618,20,4,1,15,4,8,3,32,4,157541,10,0,0,40,0
11619,29,4,0,15,0,9,1,32,4,174163,10,0,0,40,0
11620,44,2,1,4,2,12,0,32,4,222635,3,0,0,40,0
11621,20,4,0,11,4,4,3,18,4,432154,9,0,0,8,0
11622,57,4,1,1,3,8,1,11,4,171242,7,0,0,40,0
11623,22,4,1,9,4,5,3,32,1,471452,13,0,0,8,0
11624,25,4,1,11,4,6,4,32,4,166415,9,0,0,52,0
11625,39,4,1,12,2,8,0,32,6,336793,14,0,0,55,1
11626,22,4,0,15,4,1,1,32,4,50058,10,0,0,35,0
11627,39,4,1,9,2,9,0,32,4,167728,13,0,0,40,1
11628,22,4,1,11,4,8,3,32,4,237720,9,0,0,40,0
11629,30,4,1,9,4,8,3,32,4,58582,13,0,0,10,0
11630,25,4,1,11,4,8,3,32,4,126974,9,0,0,40,0
11631,31,4,1,9,2,2,0,32,4,226443,13,0,0,40,0
11632,41,2,0,12,0,9,4,32,4,191451,14,0,0,60,1
11633,60,4,1,12,2,9,0,32,2,227332,14,0,0,40,1
11634,52,4,1,0,2,8,0,32,4,173987,6,0,0,40,0
11635,47,4,1,11,2,4,0,32,4,339863,9,0,0,45,1
11636,62,4,1,11,2,12,0,32,4,162825,9,0,0,40,1
11637,49,4,1,6,2,13,0,32,4,115613,5,0,0,40,0
11638,20,4,1,15,4,13,3,32,4,39803,10,0,1719,36,0
11639,25,4,0,9,4,4,3,32,4,189219,13,0,0,40,0
11640,29,0,1,11,2,12,0,32,4,22641,9,0,0,45,0
11641,18,4,1,15,4,11,3,32,4,182643,10,0,0,9,0
11642,59,2,0,5,5,13,3,32,4,100453,4,0,0,38,0
11643,36,4,0,11,4,1,1,32,4,127306,9,0,0,47,0
11644,48,4,1,9,2,2,0,32,4,109421,13,0,0,55,0
11645,50,4,0,11,2,12,5,32,4,140592,9,0,0,40,0
11646,31,4,1,11,2,8,0,32,6,182177,9,0,1902,40,1
